canonical_name,display_name,record_count,qb_company_name,qb_customer_id,match_type
"new legacy","New Legacy","6","","","NONE"
"mhm","MHM Builders","6","","","NONE"
"hansen","Hansen Construction","6","","","NONE"
"hbi contruction","HBI Contruction","6","","","NONE"
"perini","Perini","6","","","NONE"
"southwest earthwork","Southwest Earthwork","6","Southwest Earthwork","Southwest Earthwork:2nd Ave Commons (140 W 2nd Ave)","EXACT"
"opus","OPUS","6","","","NONE"
"richard richard","RICHARD & RICHARD CONSTRUCTION","6","","","NONE"
"canyon pipeline","Canyon Pipeline","6","","","NONE"
"path constrution","Path Constrution","6","","","NONE"
"wood partners bill on the 14th monthly","Wood Partners                  Bill on the 14th Monthly","6","Wood Partners","Wood Partners:Alta Goodyear","STARTS_WITH"
"schifferer built","Schifferer Built","6","Schifferer Built LLC","Schifferer Built LLC","STARTS_WITH"
"tdc properties","TDC Properties","6","","","NONE"
"weis","Weis Builders Inc","6","","","NONE"
"near cal","Near Cal Corporation","6","","","NONE"
"menlo equties","Menlo Equties","6","","","NONE"
"mtv general","MTV General","5","MTV General Contractors","MTV General Contractors","STARTS_WITH"
"omada","OMADA","5","","","NONE"
"sunbelt rentals","Sunbelt Rentals","5","Sunbelt Rentals Building Supply","Sunbelt Rentals Building Supply","STARTS_WITH"
"mcgrath","McGrath Construction","5","","","NONE"
"amg associates","AMG & Associates","5","AMG & Associates Inc","AMG & Associates Inc","STARTS_WITH"
"katerra","Katerra","5","","","NONE"
"foundation e","Foundation E Construction","5","Foundation E Construction","Foundation E Construction","EXACT"
"venn","Venn Construction","5","Venn Companies","Venn Companies:16559 N 92nd St - Scottsdale","STARTS_WITH"
"desert vista concrete","Desert Vista Concrete                               (Need PO's numbers)","5","","","NONE"
"rummel","Rummel","5","","","NONE"
"red rock","Red Rock Contracting","5","","","NONE"
"arcadia communities","Arcadia Communities","5","Arcadia Communities","Arcadia Communities","EXACT"
"lennar","Lennar","5","","","NONE"
"gray","Gray","5","Gray Properties","Gray Properties","STARTS_WITH"
"aspire","Aspire Builders","5","","","NONE"
"gss companies","GSS Companies","5","","","NONE"
"brookfield properties","BROOKFIELD PROPERTIES","5","","","NONE"
"jon kitchell","Jon Kitchell","5","Jon Kitchell .","Jon Kitchell .:101 E Jackson St - Phoenix","STARTS_WITH"
"the sj anderson","The S.J. Anderson","5","The S.J. Anderson Co.","The S.J. Anderson Co.","STARTS_WITH"
"kopras homes","Kopras Homes","5","","","NONE"
"commerce","Commerce Construction","5","","","NONE"
"ascent companies","Ascent Companies","5","","","NONE"
"clune","Clune","5","Clune Construction","Clune Construction","STARTS_WITH"
"ruben","Ruben Contracting","5","Ruben Contracting LLC","Ruben Contracting LLC","STARTS_WITH"
"d mccarty","D. McCarty Construction","5","","","NONE"
"structr","Structr Group","5","","","NONE"
"jomax","Jomax Builders","5","","","NONE"
"cg schmidt","CG Schmidt","5","CG Schmidt","CG Schmidt","EXACT"
"charter one","Charter One Development","5","Charter One Development LLC","Charter One Development LLC","STARTS_WITH"
"sonoran waters","Sonoran Waters","5","Sonoran Waters","Sonoran Waters:4816 S Cosmic","EXACT"
"caldwell watza","Caldwell Watza Construction","5","","","NONE"
"starwood custom homes","Starwood Custom Homes","5","Starwood Custom Homes","Starwood Custom Homes","EXACT"
"on-site","On-site Builders","5","","","NONE"
"diamond custom homes","Diamond Custom Homes","5","","","NONE"
"mike lanning","Mike Lanning","5","","","NONE"
"zzone","Zzone Construction","5","","","NONE"
"pdi","PDI","5","PDI Construction","PDI Construction","STARTS_WITH"
"colley","Colley","5","","","NONE"
"johnson carlier","Johnson Carlier","5","","","NONE"
"khov","KHOV","5","","","NONE"
"sierra springs","Sierra Springs Contracting","5","","","NONE"
"oracle","Oracle","5","","","NONE"
"princeton","Princeton Construction","5","Princeton Construction","Princeton Construction","EXACT"
"camden living","CAMDEN LIVING","5","","","NONE"
"weitz constructions","WEITZ CONSTRUCTIONS","5","","","NONE"
"cachet homes","Cachet Homes","5","Cachet Homes","Cachet Homes","EXACT"
"kitchell contractors","Kitchell Contractors","5","","","NONE"
"la casa dulce invoice by the 4th - they send waiver","La Casa Dulce                      (Invoice by the 4th - They send waiver )","5","La Casa Dulce","La Casa Dulce","STARTS_WITH"
"mccain","McCain Construction","5","McCain Construction LLC","McCain Construction LLC","STARTS_WITH"
"tripointe homes maracay homes bill on the 5th monthly","Tripointe Homes / Maracay Homes           Bill on the 5th Monthly","5","Tripointe Homes","Tri Pointe Homes (Maracay Homes)","STARTS_WITH"
"z-modular or mod soulutions","Z-Modular or Mod Soulutions","5","","","NONE"
"shawmut design and","Shawmut Design and Construction","5","Shawmut Design and Construction","Shawmut Design and Construction","EXACT"
"the penta building","The PENTA Building Group","5","","","NONE"
"slr contractor parties","SLR Contractor Parties","5","","","NONE"
"commerce construction co lp","Commerce Construction Co LP","5","","","NONE"
"channen mid-western","Channen Mid-western","5","","","NONE"
"owner contractorengineered structures","OWNER/ CONTRACTOR:Engineered Structures Inc","5","","","NONE"
"l keeley","L Keeley Construction","4","","","NONE"
"riggs companies","Riggs Companies","4","","","NONE"
"moss custom homes","Moss Custom Homes","4","Moss Custom Homes","Moss Custom Homes","EXACT"
"ss","S&S","4","","","NONE"
"twg","TWG Construction","4","","","NONE"
"f roberts","F Roberts","4","","","NONE"
"gilbane","Gilbane","4","Gilbane Building Company","Gilbane Building Company:Advocacy Center  (1051 America Heros Way)","STARTS_WITH"
"dan volcko","Dan  Volcko","4","","","NONE"
"shaw","Shaw & Company","4","Shawmut Design and Construction","Shawmut Design and Construction","STARTS_WITH"
"bel southwest","Bel Southwest","4","","","NONE"
"plenium","Plenium Builders","4","Plenium Builders","Plenium Builders","EXACT"
"bc home","BC Home Builders","4","BC Home Builders LLC","BC Home Builders LLC","STARTS_WITH"
"dg fenn","DG Fenn","4","","","NONE"
"shambaugh","Shambaugh & Son","4","","","NONE"
"brimley","Brimley Development","4","Brimley Development","Brimley Development","EXACT"
"beztak companies","Beztak Companies","4","","","NONE"
"mission realty","Mission Realty","4","","","NONE"
"cti","CTI Construction","4","CTI Construction","CTI Construction","EXACT"
"brinkman","Brinkman","4","Brinkmann Constructors","Brinkmann Constructors:LHM Ford Pro-Elite Phase","STARTS_WITH"
"png","PNG BUILDERS","4","PNG Builders","PNG Builders","EXACT"
"indicap","Indicap","4","","","NONE"
"wds architecture","WDS Architecture","4","","","NONE"
"capex","Capex Construction","4","","","NONE"
"boulder creek camp verde","BOULDER CREEK CAMP VERDE LLC","4","","","NONE"
"k2 electric","K2 Electric","4","K2 Electric","K2 Electric","EXACT"
"miller watkins","Miller Watkins","4","","","NONE"
"headley rob",""Headley","2","","","NONE"
"ame electrical","AME Electrical Contracting","4","","","NONE"
"stout",""Stout","4","","","NONE"
"roers companies","Roers Companies","4","","","NONE"
"a finer touch","A finer Touch","4","A Finer Touch Construction","A Finer Touch Construction","STARTS_WITH"
"tbl","TBL Group","4","","","NONE"
"colorcor","Colorcor","4","Colorcor Painting","Colorcor Painting","STARTS_WITH"
"sektion","Sektion Corp","4","Sektion Corp","Sektion Corp","EXACT"
"paradigm","Paradigm Construction Services","4","Paradigm Construction Services LLC","Paradigm Construction Services LLC","STARTS_WITH"
"soilworks","Soilworks","4","Soilworks","Soilworks","EXACT"
"roxteel","Roxteel","4","Roxteel Industrial","Roxteel Industrial","STARTS_WITH"
"esi","ESI","4","","","NONE"
"royster equipment","Royster Equipment","4","","","NONE"
"alloy","Alloy Corporation","4","Alloy Corporation","Alloy Corporation","EXACT"
"mead hunt","Mead & Hunt","4","","","NONE"
"combs","Combs","4","","","NONE"
"petrie","Petrie Construction","4","","","NONE"
"kalb","Kalb","4","","","NONE"
"findorf","Findorf","4","","","NONE"
"h4u","H4U","4","","","NONE"
"lor","LOR Construction","4","","","NONE"
"jones covey","Jones Covey Group","4","","","NONE"
"torrent resources","Torrent Resources","4","Torrent Resources","Torrent Resources","EXACT"
"radius contractors","Radius Contractors","4","Radius Contractors LLC","Radius Contractors LLC:39769 N 106th Pl - Scottsdale","STARTS_WITH"
"martin harris","Martin Harris Construction","4","","","NONE"
"bergman kprs","Bergman KPRS LLC","4","Bergman KPRS Inc.","Bergman KPRS Inc.","STARTS_WITH"
"fortress","Fortress","4","Fortress Generl Contracting Inc","Fortress General Contracting Inc","STARTS_WITH"
"builders guild","Builders Guild Inc","4","Builders Guild Inc.","Builders Guild Inc.","STARTS_WITH"
"sunbelt","Sunbelt","4","Sunbelt Holdings","Sunbelt Holdings","STARTS_WITH"
"jacobsen","Jacobsen Construction Company","4","Jacobs","Jacobs","STARTS_WITH"
"arc","ARC Construction","4","ARC Construction","ARC Construction","EXACT"
"arizona specialty demolition","Arizona Specialty Demolition","4","Arizona Specialty Demolition LLC","Arizona Specialty Demolition LLC","STARTS_WITH"
"action direct","Action Direct","4","","","NONE"
"agi general","AGI General Contracting","4","AGI General Contracting","AGI General Contracting","EXACT"
"ameri","Americo Builders","4","American Leadership Academy","American Leadership Academy","STARTS_WITH"
"arizona asphalt repair","Arizona Asphalt Repair","4","","","NONE"
"ascent constuction","Ascent Constuction Group","4","","","NONE"
"a e",""A & E Builders","2","","","NONE"
"adot","ADOT","4","","","NONE"
"aztec environmental","Aztec Environmental","4","Aztec Environmental","Aztec Environmental","EXACT"
"abasciano demo","Abasciano Demo","4","Abasciano Demo","Abasciano Demo","EXACT"
"arizona specialy demolition","Arizona Specialy Demolition LLC","4","","","NONE"
"brinkmann contructors","Brinkmann Contructors","4","","","NONE"
"campbell","Campbell Development","4","Campbell Development","Campbell Development","EXACT"
"core construction need job numbers","Core Construction            ******Need Job Numbers*****","4","Core Construction","Core Construction:CoG Fire Department (14051 N 59th)","STARTS_WITH"
"david weekley homes need to add insurance up charge","David Weekley Homes               *Need to add Insurance  up charge*","4","David Weekley Homes","David Weekley Homes:Artesa at Soleo - San Tan Valley","STARTS_WITH"
"greenburg","Greenburg Construction","4","","","NONE"
"holder construction bill by the 15th","Holder Construction            (Bill by the 15th)","4","","","NONE"
"juarez contracting fred 602-688-0653","Juarez Contracting                            Fred 602-688-0653","4","Juarez Contracting","Juarez Contracting","STARTS_WITH"
"lennar multifamily","Lennar Multifamily Builders","4","","","NONE"
"m j","M & J Construction","4","","","NONE"
"mission underground","Mission Underground","4","Mission Underground","Mission Underground","EXACT"
"mosaic building","Mosaic Building Group","4","Mosaic Building Group","Mosaic Building Group","EXACT"
"westates companies","WESTATES COMPANIES","4","","","NONE"
"harsch investment properties","Harsch Investment Properties","4","","","NONE"
"mw morrissey","MW Morrissey","4","MW Morrissey Construction","MW Morrissey Construction","STARTS_WITH"
"ntt global data centers","NTT Global Data Centers","4","","","NONE"
"the garrett","The Garrett Companies","4","","","NONE"
"kiewit infrastructure west","Kiewit Infrastructure West Co","4","","","NONE"
"form third design-build","Form Third Design-Build","4","Form Third","Form Third","STARTS_WITH"
"dmc builders scottsdale","DMC Builders Scottsdale","4","","","NONE"
"desert homes","Desert Homes Development","4","Desert Homes Dev. Inc.","Desert Homes","STARTS_WITH"
"kcg","KCG Inc","4","","","NONE"
"kraus anderson","Kraus Anderson Construction Company","4","","","NONE"
"owner contractorlayton","OWNER/ CONTRACTOR:Layton Construction Company","4","","","NONE"
"owner contractorcsi","OWNER/ CONTRACTOR:CSI Construction Company","4","","","NONE"
"sauers lopez construction in c",""Sauers Lopez Construction","1","","","NONE"
"clark construction group is doing a joint venture with chasse building team","Clark Construction Group (is doing a joint venture with Chasse Building Team)","4","","","NONE"
"gc legacy","GC Legacy Construction","3","","","NONE"
"costa verde homes","Costa Verde Homes","3","","","NONE"
"ec","ECCO","3","","","NONE"
"dakis","Dakis Contracting Inc","3","","","NONE"
"pro steel","Pro Steel","3","Pro Steel Structural","Pro Steel Structural","STARTS_WITH"
"builder one","Builder One","3","Builder One","Builder One","EXACT"
"turner","Turner","3","","","NONE"
"quest","Quest Development Construction","3","Quest Development & Constuction","Quest Development & Constuction","STARTS_WITH"
"eclectic properties","Eclectic Properties","3","","","NONE"
"old world communities","Old World Communities","3","","","NONE"
"keegan","Keegan Builders Inc","3","","","NONE"
"zt 56th street","ZT 56th Street","3","","","NONE"
"modern constructors","Modern Constructors","3","","","NONE"
"rwb","RWB Construction Development","3","","","NONE"
"trinsic","Trinsic","3","Trinsic Residential Group","Trinsic Residential Group","STARTS_WITH"
"degan","Degan Construction","3","Degan Construction","Degan Construction","EXACT"
"tsg constructors","TSG Constructors","3","","","NONE"
"magnum paving","Magnum Paving","3","","","NONE"
"diamond west","Diamond West Construction","3","Diamond West Construction","Diamond West Construction","EXACT"
"regal homes","Regal Homes","3","","","NONE"
"sage","Sage","3","Sage LLC","Sage LLC","STARTS_WITH"
"blattner energy","Blattner Energy","3","Blattner Energy","Blattner Energy","EXACT"
"tippman","Tippman Group","3","Tippmann Construction","Tippmann Construction","STARTS_WITH"
"spinoff","Spinoff Construction","3","Spinoff Construction","Spinoff Construction","EXACT"
"lb west","LB West Construction","3","LB West Construction","LB West Construction","EXACT"
"mcdonald bros","McDonald Bros","3","","","NONE"
"copper sunrise","Copper Sunrise","3","Copper Sunrise LLC","Copper Sunrise LLC","STARTS_WITH"
"prosteel","PROSTEEL STR","3","","","NONE"
"northwind resource consulting","Northwind Resource Consulting","3","","","NONE"
"makers line","Makers Line","3","","","NONE"
"3-g","3-G Construction","3","3-G Construction Co Inc","3-G Construction Co Inc","STARTS_WITH"
"the dwelling companies","THE DWELLING COMPANIES","3","The Dwelling Companies","The Dwelling Companies","EXACT"
"rsi","RSI Construction","3","RSI Construction (Ron Sparks Inc.)","RSI Construction (Ron Sparks Inc.)","STARTS_WITH"
"stansell properties","Stansell Properties Development","3","Stansell Properties & Development","Stansell Properties & Development","STARTS_WITH"
"buffalo","Buffalo Construction","3","","","NONE"
"shrader martinez","Shrader & Martinez Construction","3","Shrader & Martinez","Shrader & Martinez Construction","STARTS_WITH"
"royster","Royster","3","","","NONE"
"pence","Pence Construction","3","Pence Construction","Pence Construction","EXACT"
"frontline","Frontline Construction","3","Frontline Construction","Frontline Construction","EXACT"
"chapman homes","Chapman Homes","3","Chapman Homes","Chapman Homes","EXACT"
"dev","Devco","3","","","NONE"
"velox air","Velox Air","3","Velox Air","Velox Air","EXACT"
"rasch","Rasch","3","","","NONE"
"m anderson","M Anderson Construction Corp","3","","","NONE"
"k hovanian","K Hovanian Homes","3","","","NONE"
"roers","Roers","3","","","NONE"
"agate now primak","Agate now Primak","3","","","NONE"
"ss paving","S&S Paving","3","","","NONE"
"dickens","Dickens","3","Dickens Quality Demolition","Dickens Quality Demolition:4801 E Thistle Landing Drive- Phoenix","STARTS_WITH"
"rkda","RKDA","3","RKDA Construction","RKDA Construction","STARTS_WITH"
"180 degree","180 Degree Design","3","180 Degrees Design + Build","180 Degrees Design + Build","STARTS_WITH"
"claycox phoenix ph2","Clayco:X Phoenix Ph.2","3","Clayco","Clayco:Cubes at Meridian 24","STARTS_WITH"
"quickbooks customer","QuickBooks Customer","3","","","NONE"
"waste management","Waste Management","3","Waste Management","Waste Management:1 WM - Contain Dept","EXACT"
"sj anderson","S.J. ANDERSON","3","","","NONE"
"way","Way Construction","3","Way Construction & Development","Way Construction & Development","STARTS_WITH"
"vlmk engineering design","VLMK Engineering + Design","3","VLMK Engineering + Design","VLMK Engineering + Design:Valencia Airport Center","EXACT"
"accent","Accent","3","","","NONE"
"ascent","Ascent","3","","","NONE"
"atlas","Atlas","3","","","NONE"
"stephan mackos","Stephan Mackos","3","","","NONE"
"kitchell","Kitchell","3","","","NONE"
"rjm","RJM","3","","","NONE"
"tils","Tils","3","Tilson Technology Management","Tilson Technology(DO NOT SERVICE):1360 W Calle Del Norte - Chandler","STARTS_WITH"
"apache sun","Apache Sun Builders","3","","","NONE"
"team fishel","Team Fishel","3","","","NONE"
"balfour beatty","Balfour Beatty Construction","3","Balfour Beatty Construction","Balfour Beatty Construction","EXACT"
"colton","Colton","3","","","NONE"
"wadman","Wadman","3","","","NONE"
"rhino","Rhino Contracting","3","Rhino Contracting AZ","Rhino Contracting AZ","STARTS_WITH"
"rcds","RCDS","3","","","NONE"
"dwa","DWA Construction Co","3","","","NONE"
"embrey partners",""Embrey Partners","2","","","NONE"
"pegasus construcion","PEGASUS CONSTRUCION","3","","","NONE"
"calcon constructors","Calcon Constructors","3","Calcon Constructors","Calcon Constructors","EXACT"
"alta arizona","Alta Arizona","3","Alta Arizona","Alta Arizona","EXACT"
"clark wayland","Clark Wayland Builders","3","","","NONE"
"commonwealth electric company po 70001722 job 378155","Commonwealth Electric Company            (PO 70001722/ Job # 378155)","3","Commonwealth Electric Company","Commonwealth Electric Company:Ward (1965 E Hermosa)","STARTS_WITH"
"dhi communities","DHI COMMUNITIES","3","DHI Communities","DHI Communities","EXACT"
"dickens quality demolition bill 602-653-7015 need tickets pos","Dickens Quality Demolition       (Bill 602-653-7015) (Need tickets & PO's)","3","Dickens Quality Demolition","Dickens Quality Demolition:4801 E Thistle Landing Drive- Phoenix","STARTS_WITH"
"dickens quality demolition mike 602-653-5358 need tickets pos","Dickens Quality Demolition       (Mike 602-653-5358) (Need tickets & PO's)","3","Dickens Quality Demolition","Dickens Quality Demolition:4801 E Thistle Landing Drive- Phoenix","STARTS_WITH"
"elite sports","Elite Sports Builders","3","Elite Sports Builders","Elite Sports Builders","EXACT"
"esi engineered structures inc","ESI (Engineered Structures Inc.)","3","","","NONE"
"gorman","Gorman & Company","3","","","NONE"
"grayling design build","Grayling Design Build","3","","","NONE"
"jj sprague of arizona no po needed","JJ Sprague of Arizona                    (No PO needed)","3","JJ Sprague of Arizona","JJ Sprague of Arizona","STARTS_WITH"
"nautilus","Nautilus General Contractors","3","Nautilus Reconstruction Contracting","Nautilus Reconstruction Contracting","STARTS_WITH"
"parkway construction associates","Parkway Construction & Associates","3","","","NONE"
"quarterra","Quarterra","3","Quarterra Construction","Lennar Mulitfamily Builders:Quarterra- Cave Creek","STARTS_WITH"
"ricor need job tickets bobby 623-692-3539","Ricor                          (NEED JOB # & TICKETS)    Bobby 623-692-3539","3","","","NONE"
"rohm building","Rohm Building & Development","3","Rohm Building & Development","Rohm Building & Development","EXACT"
"rouser conrete","Rouser Conrete","3","","","NONE"
"two hawks design","Two Hawks Design","3","","","NONE"
"way construction","Way Construction   & Development","3","Way Construction & Development","Way Construction & Development","STARTS_WITH"
"pacific","PACIFIC GENERAL CONTRACTORS BUILDERS","3","Pacific Aquascape International","Pacific Aquascape International","STARTS_WITH"
"cardinal capital management","Cardinal Capital Management","3","Cardinal Capital Management","Cardinal Capital Management","EXACT"
"dcbg","DCBG","3","","","NONE"
"linthicum","Linthicum Custom Builders","3","","","NONE"
"park 7","Park 7 Group","3","","","NONE"
"near - cal","NEAR - CAL CORP","3","","","NONE"
"richmond","Richmond Builders","3","","","NONE"
"trez capital","Trez Capital","3","","","NONE"
"sparrow","Sparrow","3","Sparrow Partners","Sparrow Partners","STARTS_WITH"
"alcorn construction arizona","Alcorn Construction Arizona Inc","3","","","NONE"
"fcl builders california","FCL Builders California","3","","","NONE"
"mitchell contractors","Mitchell Contractors","3","","","NONE"
"ma mortenson","MA Mortenson Company","3","","","NONE"
"mc construction management","MC Construction Management","3","","","NONE"
"city of phoenix","City of Phoenix","3","","","NONE"
"colorado structures","Colorado Structures Inc","3","","","NONE"
"ecco equipment","Ecco Equipment Corporation","3","","","NONE"
"mmr constructors","MMR Constructors","3","","","NONE"
"dmc","DMC Builder","3","","","NONE"
"kiewitt western","Kiewitt Western Co.","3","","","NONE"
"channen","Channen Construction","3","","","NONE"
"travis custom homes this was a super fence deal","Travis Custom Homes (This was a super fence deal)","3","Travis Custom Homes","Travis Custom Homes","STARTS_WITH"
"soil works","Soil Works","3","","","NONE"
"steel and spark","Steel and Spark","3","","","NONE"
"owner contractorar mays","OWNER/ CONTRACTOR:AR Mays Construction","3","","","NONE"
"community","Community Development","3","","","NONE"
"owner contractortrue north","OWNER/ CONTRACTOR:True North Builders","3","","","NONE"
"johanson interiors",""Johanson Interiors","1","","","NONE"
"pwi slr","PWI SLR LLC","2","","","NONE"
"braden bott","Braden Bott","2","","","NONE"
"sharp","Sharp Construction","2","Sharp Construction","Sharp Construction","EXACT"
"west coast","West Coast Construction","2","","","NONE"
"jwalters","J.Walters","2","","","NONE"
"bellmont homes","Bellmont Homes","2","","","NONE"
"james square","James Square Development","2","","","NONE"
"dempsey","Dempsey Construction","2","","","NONE"
"preach",""Preach","2","","","NONE"
"becknell","Becknell","2","Becknell Industrial","Becknell Industrial","STARTS_WITH"
"forte homes","Forte Homes","2","Forte Homes","Forte Homes","EXACT"
"prolow","ProLow","2","","","NONE"
"stout building","Stout Building","2","","","NONE"
"tanner leja","Tanner Leja","2","","","NONE"
"capstone","Capstone Construction","2","Capstone Construction","Capstone Construction","EXACT"
"bolte home","Bolte Home","2","","","NONE"
"cc land acquisitions","CC Land Acquisitions","2","","","NONE"
"harsch","Harsch","2","Harsch Inverstment Properties","Schnitzer Properties:Drexel Rd Commerce Center","STARTS_WITH"
"b plus design build","B Plus Design Build","2","B Plus Design Build","B Plus Design Build","EXACT"
"younger brothers","Younger Brothers","2","","","NONE"
"econolight","Econolight","2","","","NONE"
"ashland companies","Ashland Companies","2","","","NONE"
"porchlight homes of arizona","Porchlight Homes of Arizona","2","","","NONE"
"cave creek road partners","Cave Creek Road Partners","2","","","NONE"
"omega","Omega Services","2","","","NONE"
"genova detwiler","Genova Detwiler","2","","","NONE"
"the x","The X Company","2","The X Company","The X Company","EXACT"
"mc","MC Construction","2","McCain Construction LLC","McCain Construction LLC","STARTS_WITH"
"neal colby",""Neal","2","","","NONE"
"neve",""Neve","2","","","NONE"
"finer touch","Finer Touch","2","","","NONE"
"nlw","NLW Enterprises","2","","","NONE"
"superior casegoods","Superior Casegoods","2","Superior Casegoods LLC","Superior Casegoods LLC","STARTS_WITH"
"leigh sears","Leigh Sears","2","Leigh Sears","Leigh Sears","EXACT"
"boyd","Boyd Development","2","Boyd Development Company","Boyd Development Company","STARTS_WITH"
"roadrunner paving","Roadrunner Paving","2","Roadrunner Paving & Asphalt Maintenance","Roadrunner Paving & Asphalt Maintenance","STARTS_WITH"
"tasmanian works","Tasmanian Works","2","","","NONE"
"midwestern","Midwestern","2","Midwestern University","Midwestern University","STARTS_WITH"
"glen branham","Glen Branham","2","Glen Branham Construction LLC","Glen Branham Construction LLC","STARTS_WITH"
"whitmer thomas",""Whitmer","2","","","NONE"
"drive development partners","Drive Development Partners","2","","","NONE"
"gil penunuri","Gil Penunuri","2","","","NONE"
"mears","Mears Group","2","","","NONE"
"torcom","Torcom","2","","","NONE"
"scotts diversified","Scott's Diversified Construction","2","","","NONE"
"alliance residentail","Alliance Residentail","2","","","NONE"
"kapella","Kapella Group","2","Kapella Group","Kapella Group","EXACT"
"bloomfield","Bloomfield Builders","2","Bloomfield Builders","Bloomfield Builders:6835 E Meadowlark Lane","EXACT"
"the remson","The Remson Group","2","The Remson Group","Remson Group","EXACT"
"lott brother","Lott Brother Construction","2","Lott Brother Construction Co LTD","Lott Brother Construction Co LTD","STARTS_WITH"
"sj","SJ Contracting","2","SJ Contracting LLC","SJ Contracting LLC","STARTS_WITH"
"influx building technologies","Influx Building Technologies","2","","","NONE"
"crosslands","Crosslands Construction","2","Crosslands Construction","Crosslands Construction","EXACT"
"helmandollar shad",""Helmandollar","2","","","NONE"
"dwill-mast","Dwill-Mast","2","Dwill-Mast Construction Llc","Dwill-Mast Construction Llc","STARTS_WITH"
"concept commercial","Concept Commercial Construction","2","Concept Commercial Construction","Concept Commercial Construction","EXACT"
"moli","Moli Construction","2","Moli Construction","Moli Construction:1133 E Indian School Rd","EXACT"
"smart",""Smart Builders","2","Smart Builders. LLC","Smart Builders. LLC","STARTS_WITH"
"bcc","BCC","2","","","NONE"
"5228 s blackstone","5228 S Blackstone LLC","2","","","NONE"
"gj","G&J Development","2","","","NONE"
"larson","Larson Development","2","Larson Development Group","Larson Development Group","STARTS_WITH"
"lang james",""Lang","2","","","NONE"
"koa","KOA","2","KOA Built","KOA Built:5224 N 43rd Place - Phoenix","STARTS_WITH"
"christy","Christy & Co","2","Christy & Co Architecture LLC","Christy & Co Architecture LLC","STARTS_WITH"
"gatos demo","Gato's Demo","2","Gato's Demolition","Gato's Demolition","STARTS_WITH"
"pgc","PGC Builders","2","","","NONE"
"joy","Joyco","2","Joyco Construction","Joyco Construction","STARTS_WITH"
"distinctive","Distinctive Development","2","","","NONE"
"embree groupus bank- higley rd- gilbert","Embree Group:US Bank- Higley Rd- Gilbert","2","Embree Group","Embree Group","STARTS_WITH"
"fcl builders llcsummit business park",""FCL Builders","1","","","NONE"
"greenberg constructionbell bank gilbert","Greenberg Construction:Bell Bank Gilbert","2","","","NONE"
"willmeng construction incscahcc health clinic",""Willmeng Construction","1","","","NONE"
"arcomurray12341 s sossaman - mesa","Arco/Murray:12341 S Sossaman - Mesa","2","Arco/Murray","Arco/Murray:Prime Data Center - Tolleson","STARTS_WITH"
"camelot homes - mark hancock dev","Camelot Homes - Mark Hancock Dev","2","Camelot Homes","Camelot Homes - Mark Hancock Dev:Arbor Square (2173 N Iowa Street)","STARTS_WITH"
"hanna design group incautozone 6784- queen creek",""Hanna Design Group","1","","","NONE"
"landco rentals","Landco Rentals LLC","2","Landco Rentals LLC","Landco Rentals LLC","EXACT"
"mcshane construction companyapache river","McShane Construction Company:Apache River","2","McShane Construction Company","McShane Construction Company:Apartments at 48th Street & Washington","STARTS_WITH"
"mcshane construction companywaterview residential","McShane Construction Company:Waterview Residential","2","McShane Construction Company","McShane Construction Company:Apartments at 48th Street & Washington","STARTS_WITH"
"tri pointe homes maracay homes","Tri Pointe Homes (Maracay Homes)","2","","","NONE"
"we oneil55 resort scottsdale","W.E. O'Neil:55 Resort Scottsdale","2","W.E. O'Neil","W.E. O'Neil:55 Resort Scottsdale","STARTS_WITH"
"we oneilgarfield housing ii","W.E. O'Neil:Garfield Housing II","2","W.E. O'Neil","W.E. O'Neil:55 Resort Scottsdale","STARTS_WITH"
"willmeng construction incchandler airpark 202",""Willmeng Construction","2","","","NONE"
"cameron","Cameron General Contractors","2","","","NONE"
"mcgough","McGough Construction","2","","","NONE"
"other customer","Other Customer","2","","","NONE"
"mo25","MO25","2","","","NONE"
"ov remodeling","OV Remodeling","2","OV Remodeling","OV Remodeling:14999 W Mulberry Drive","EXACT"
"peak one","Peak One","2","","","NONE"
"wd construction weis buildersaviara flats","WD Construction (Weis Builders):Aviara Flats","2","WD Construction (Weis Builders)","WD Construction (Weis Builders):Aviata","STARTS_WITH"
"nfc","NFC Contracting Group","2","NFC Contracting Group","NFC Contracting Group","EXACT"
"pristine restoration","Pristine Restoration","2","Pristine Restoration","Pristine Restoration","EXACT"
"baker construction",""Baker Construction & Development","2","","","NONE"
"christofferson","Christofferson","2","","","NONE"
"ndccm","NDCCM","2","","","NONE"
"homes sons","Homes & Sons","2","","","NONE"
"colley constuction","Colley Constuction","2","","","NONE"
"nrp","NRP","2","NRP Contractors II LLC","NRP Contractors II LLC","STARTS_WITH"
"mclaughlin sons","Mclaughlin & Sons","2","","","NONE"
"iron clad","Iron  Clad Construction","2","","","NONE"
"monza","Monza","2","","","NONE"
"hillwood","Hillwood","2","","","NONE"
"icon","ICON","2","","","NONE"
"young swenson cross","Young Swenson & Cross","2","","","NONE"
"sun coast","Sun Coast Builders","2","","","NONE"
"sigma homes","Sigma Homes","2","","","NONE"
"dcb","DCB","2","","","NONE"
"paxton","Paxton","2","","","NONE"
"southwest architectual","Southwest Architectual Builders","2","","","NONE"
"ms square","MS Square","2","","","NONE"
"pro-low low mtn","Pro-Low (low mtn)","2","Pro-Low","Pro-Low","STARTS_WITH"
"azap general","AZAP General Contracting","2","","","NONE"
